Fever,Headache,Cough,Fatigue,Body_Pain,Disease
98.28315625281952,4.118631505007565,2.687983075362164,4.116661472786015,8.4709560370096,Body Ache
98.28466014764682,6.963971032344965,1.9607335586071688,5.495256543138767,8.033918833337058,Body Ache
103.62255240175804,8.70291458161763,2.8544627730615475,6.546993457483947,2.205382533709969,Malaria
98.254731740125,1.354850566373646,5.880676073464055,5.418288937583688,2.69555988643192,Common Cold
97.18267026108913,0.3579616053448982,6.206722803123803,4.488365311523375,1.4063228977820754,Cough
99.84319243660939,3.150302319750485,2.0174905423258087,3.124078922958054,0.17189159697169498,Normal Fever
98.36190417656366,4.52443693316231,2.126208675091186,4.066719249464301,7.26116172660361,Body Ache
97.92445372536166,4.688971350042251,5.504099909597871,4.943863101687039,2.4998051572980176,Common Cold
99.42270799060297,5.86893232046233,0.7133767062957632,3.0305141178798123,0.20445630134729953,Normal Fever
99.85717952437241,2.139863244997962,0.20694785731974896,3.779377418896035,0.8409219358521214,Normal Fever
97.14955550039834,0.21148610946815616,9.971938285239606,4.109819331526143,0.7882144711051191,Cough
98.84708226384555,6.561682370685716,2.893480287781273,3.2226681084049686,6.758573588142228,Body Ache
104.8278129039432,7.690500096896278,1.0998100956689796,9.188226618658563,4.915999889583087,Dengue
104.16418141258333,9.973542041632241,0.06914653034021823,7.95272683735394,5.608542304753074,Dengue
100.26790303172267,4.909826018993354,1.9160800717610165,2.8750999108682413,1.991867990259421,Normal Fever
100.38046266204407,5.176279553443996,0.32558593768744504,2.1782140583528924,1.0784938173546224,Normal Fever
98.31490597754812,2.7062868165478156,5.569489666185559,5.786729203404643,1.7435556766413702,Common Cold
99.56934636055772,4.8238064685911155,1.3254430860373252,3.665650735873568,6.7040020127075115,Body Ache
98.33897895636038,4.579979471472962,5.6001331148388065,4.953583745044973,0.3271380557399143,Common Cold
97.46453123666596,1.4414146293708299,5.7284910239109195,5.856676847875529,0.2679490468371508,Asthma
99.41427773676165,2.2204449710272267,5.720230820605424,4.420626912442161,1.9228530961364116,Common Cold
97.87493203203319,3.873556420905182,6.890341372347179,2.830700377679543,1.4513736747116246,Common Cold
101.92334201423644,4.78940991005201,1.090273040804701,4.925024747192223,0.22578215545182045,Normal Fever
99.44290693346568,3.510199287974304,0.6931819664919777,5.267513021751734,6.798704751087655,Body Ache
104.62531309119692,7.045681594402389,2.0679127817865313,9.995160346115185,6.802515437053069,Dengue
98.64929811041723,2.7089133270158285,4.406230421450988,3.366604714998101,0.19683738320722655,Asthma
98.8916105279942,6.3966281101210365,1.429348967429294,5.313704092865985,7.21194423840856,Body Ache
104.35477539879662,7.326860301954891,0.7055073769015069,7.301039910988005,3.363038946250007,Malaria
99.96595531067854,6.017137988465095,0.711673166117281,5.245650877955567,6.283563665630358,Body Ache
97.1577387613878,1.9783766188397227,7.145529884933937,4.325740602469908,0.44215341275989095,Asthma
104.19530521421414,6.51259458790762,2.6523262057212986,8.107840144371211,1.7285636369251225,Malaria
103.78451543107911,5.855137425800468,1.1309626675233102,9.405222424388032,2.130444602761399,Malaria
102.5219734910168,6.911959702706145,2.506568417624477,7.714357156467477,5.716257920828341,Dengue
97.07990213612857,3.128283846207933,0.18136540100124066,2.5374403047179155,0.8054450288364046,Runny Nose
98.02884294978148,0.3063562450193802,3.6278491142925695,3.56027792799064,0.16807460924596984,Common Cold
97.5450052615114,2.792804823297854,2.064743997498042,3.318999368252293,2.007053128309656,Common Cold
102.9054423814856,7.972208042420311,2.71984889283263,7.928741260014652,1.353824249007916,Malaria
98.14021523392717,4.075632271512653,1.49695969582843,3.2042415623448637,9.021775992928749,Body Ache
98.94306465556278,3.655137439398007,0.8063203779895792,5.680592997824503,8.308018922016977,Body Ache
98.41526152324087,3.6301493682954664,1.0896793508467062,4.065126727825604,9.10122942484927,Body Ache
97.88486360105615,1.7411898140104065,1.1159293975991031,2.307150658198308,0.5244736497036497,Runny Nose
101.8725017821764,8.153203739355176,0.8500750773480961,7.5561894604482,2.8306679345254016,Malaria
